CPD_DEBUG!PrintTesterBin,Modules/FAILFLOW/; Modules/PWRDWN/; 
OASIS_NGfuseConfig_tt,Modules/BGRECONFIG/; Modules/BGTRIM/; Modules/FUSE/; 
OASIS_NGfuseRead_tt,Modules/FFFUSE/; Modules/FUSE/; 
OASIS_NHMAVID_tt,Modules/POWER/; 
OASIS_patternModify_tt,Modules/EDC/; Modules/FUSE/; Modules/FWFT/; Modules/INIT1/; Modules/POWER/; Modules/SBFT/; Modules/SCAN/; Modules/SCAN_DIAG/; 
OASIS_PcuTherm_tt,Modules/DTSCALC/; 
OASIS_pgt_continuity_tt,Modules/PGTCONTINUITY/; 
OASIS_pgt_resistance_tt,Modules/POWER/; 
OASIS_PllLockTime_tt,Modules/PLL/; 
OASIS_powerDown_tt,Modules/DEMIX/; Modules/INIT1/; Modules/PWRDWN/; 
OASIS_sampleRate_tt,Modules/EDC/; Modules/FSM_ENG/; Modules/IOCSI_ENG/; Modules/LEAKAGE/; Modules/PLL_ENG/; Modules/POWER/; Modules/THERMAL/; Modules/TX_CM/; Modules/TX_P2P/; Modules/VIXVOX/; 
OASIS_scanFI_tt,Modules/SCAN/; 
OASIS_screen_tt,Modules/DOWNBINSCREEN/; Modules/INIT1/; Modules/PWRDWN/; Modules/SETFLAG/; Modules/STARTUP/; Modules/WHICHFLOW/; 
OASIS_SDRW_tt,Modules/BGTRIM/; Modules/EDC/; Modules/POWER/; Modules/PWRDWN/; 
OASIS_search_tt,Modules/EDC/; 
OASIS_SEDC_tt,Modules/EDC/; 
OASIS_shmoo_tt,Modules/PLL/; Modules/PLL_ENG/; 
OASIS_shops_tt,Modules/FAILFLOW/; Modules/SHOPS/; 
OASIS_SimpleScoreboard_tt,Modules/CACHE/; Modules/CSIXSHIP/; Modules/DTSCALC/; Modules/FAILFLOW/; Modules/FFFUSE/; Modules/FWFT/; Modules/PSTATE/; Modules/RBT/; Modules/RESET/; Modules/SBFT/; Modules/SCAN/; Modules/SCAN_DIAG/; Modules/XSHIP/; 
OASIS_siteLoad_tt,Base/gns_bx_class_Base.tpl; 
OASIS_steppingInfo_tt,Modules/XID/; 
OASIS_switchSignature_tt,Modules/FWFT/; 
OASIS_ube_tt,Modules/FUSE/; 
OASIS_userFunc_tt,Base/gns_bx_class_Base.tpl; Modules/DTSCALC/; Modules/INIT1/; Modules/POWER/; Modules/POWER2/; Modules/POWERVERIFY/; Modules/PWRDWN/; Modules/STARTUP/; Modules/WHICHFLOW/; 
OASIS_vccContinuity_tt,Modules/CONTINUITY/; 
OASIS_VixVox_tt,Modules/VIXVOX/; 
OASIS_XGdiode_tt,Modules/THERMAL/; 
OASIS_xiuCheck_tt,Modules/INIT1/; 
