LOT,OPER,DEVREVSTEP,TTEST
6531A759,7721,8PKAEVHH,1256
6531A760,7721,8PKAEVHH,1675
6531A770,7721,8PKADVHH,401
6531A781,7721,8PKAEVHH,1679
6531A785,7721,8PKAEVHH,1257
6531A786,7721,8PKAEVHH,1256
6531A790,7721,8PKAEVHH,828
6531A801,7721,8PKAEVHH,1680
6531A804,7721,8PKAEVHH,1668
6531A810,7721,8PKAEVHH,838
6531A820,7721,8PKAEVHH,840
6531A821,7721,8PKAEVHH,1677
6531A822,7721,8PKAEVHH,1260
6531A823,7721,8PLAYVHH,830
6531A824,7721,8PKAEVHH,1256
6531A837,7721,8PKAEVHH,1257
6531A842,7721,8PKAEVHH,834
6531A849,7721,8PKAEVHH,1257
6531A855,7721,8PKAEVHH,1677
6531A859,7721,8PKAEVHH,1676
6531A860,7721,8PKAEVHH,1680
6531A861,7721,8PKAEVHH,1260
6531A862,7721,8PWRFVHH,839
6531A864,7721,8PUADVHH,1165
6531A867,7721,8PKAEVHH,1256
6531A868,7721,8PKAEVHH,838
6531A870,7721,8PLAEVHH,840
6531A877,7721,8PWRFVHH,1257
6531A881,7721,8PKAEVHH,1675
6531A912,7721,8PKAEVHH,420
6531A918,7721,8PLAEVHH,418
6531A929,7721,8PKAEVHH,1676
6531A933,7721,8PKAEVHH,1260
6531A934,7721,8PKAEVHH,840
6531A937,7721,8PKAEVHH,1257
6531A938,7721,8PKAEVHH,1676
6531A939,7721,8PKAEVHH,1677
6531A941,7721,8PKAEVHH,1676
6531A944,7721,8PKAEVHH,839
6531A945,7721,8PWREVHH,816
6531A946,7721,8PKADVHH,784
6531A951,7721,8PKAEVHH,839
6531A952,7721,8PKAEVHH,838
6531A957,7721,8PLAEVHH,1679
6531A962,7721,8PWRFVHH,840
6531A963,7721,8PKAEVHH,836
6531A970,7721,8PKAEVHH,837
6531A971,7721,8PKAEVHH,840
6531A975,7721,8PKAEVHH,1253
6531A976,7721,8PKAEVHH,1179
6531A977,7721,8PKAEVHH,840
6531A981,7721,8PWRFVHH,420
6531A983,7721,8PKAEVHH,824
6531A988,7721,8PKAEVHH,1257
6531A990,7721,8PKAEVHH,840
6531A991,7721,8PKAEVHH,826
6531A995,7721,8PKAEVHH,420
6531A997,7721,8PKAEVHH,840
6531A998,7721,8PWRFVHH,1172
6531B002,7721,8PKAEVHH,1260
6531B008,7721,8PKAEVHH,836
6531B009,7721,8PKAEVHH,840
6531B010,7721,8PUADVHH,772
6531B017,7721,8PKAEVHH,1259
6531B020,7721,8PLAYVHH,1670
6531B021,7721,8PWAEVHH,1259
6531B059,7721,8PKAEVHH,1662
6531B073,7721,8PKAEVHH,1608
6531B075,7721,8PWAEVHH,1680
6531B078,7721,8PWAEVHH,420
6531B095,7721,8PUADVHH,584
6531B100,7721,8PKAEVHH,1260
6531B103,7721,8PLAEVHH,840
6531B105,7721,8PKAEVHH,1259
6531B106,7721,8PWREVHH,834
6531B107,7721,8PKAEVHH,1679
6531B111,7721,8PKAEVHH,1258
6531B123,7721,8PWREVHH,837
6531B124,7721,8PWRFVHH,928
6531B125,7721,8PKAEVHH,1719
6531B126,7721,8PWRFVHH,1680
6531B129,7721,8PKAEVHH,1670
6531B131,7721,8PWRFVHH,836
6531B132,7721,8PKAEVHH,833
6531B151,7721,8PWRFVHH,1677
6531B156,7721,8PKAEVHH,1259
6531B157,7721,8PWRFVHH,1674
6531B158,7721,8PKAEVHH,1674
6531B159,7721,8PKAEVHH,1260
6531B160,7721,8PWREVHH,837
6531B161,7721,8PWRFVHH,824
6531B163,7721,8PLAEVHH,840
6531B165,7721,8PWREVHH,840
6531B166,7721,8PKAEVHH,1260
6531B174,7721,8PWRFVHH,1260
6531B176,7721,8PKAEVHH,1254
6531B178,7721,8PKAEVHH,839
6531B182,7721,8PWRFVHH,1680
6531B183,7721,8PKAEVHH,839
6531B184,7721,8PKAEVHH,840
6531B185,7721,8PWRFVHH,839
6531B186,7721,8PLAEVHH,1679
6531B187,7721,8PKAEVHH,1680
6531B189,7721,8PWRFVHH,1260
6531B191,7721,8PLAEVHH,1255
6531B194,7721,8PLAEVHH,417
6531B195,7721,8PLAYVHH,241
6531B208,7721,8PLAEVHH,840
6531B210,7721,8PKAEVHH,1202
6531B211,7721,8PKAEVHH,1259
6531B212,7721,8PWRFVHH,838
6531B216,7721,8PLAEVHH,414
6531B220,7721,8PKAEVHH,419
6531B224,7721,8PKADVHH,420
6531B240,7721,8PLAEVHH,840
6531B242,7721,8PWAEVHH,419
6531B264,7721,8PKAEVHH,826
6531B270,7721,8PWRFVHH,840
6531B273,7721,8PLABVHH,420
6531B276,7721,8PLABVHH,379
6531B277,7721,8PLABVHH,420
6531B286,7721,8PWRFVHH,1258
6531B287,7721,8PLAEVHH,1252
6531B288,7721,8PWRFVHH,1256
6531B289,7721,8PLAEVHH,1262
6531B290,7721,8PWRFVHH,840
6531B291,7721,8PKAEVHH,835
6531B292,7721,8PWREVHH,1247
6531B295,7721,8PLAEVHH,840
6531B297,7721,8PKAEVHH,1680
6531B298,7721,8PLAEVHH,1234
6531B299,7721,8PWRFVHH,1258
6531B300,7721,8PKAEVHH,1680
6531B301,7721,8PKAEVHH,1260
6531B313,7721,8PLAEVHH,1259
6531B315,7721,8PKAEVHH,820
6531B316,7721,8PKAEVHH,838
6531B317,7721,8PKAEVHH,1673
6531B323,7721,8PLAEVHH,1678
6531B326,7721,8PLAEVHH,840
6531B327,7721,8PLAEVHH,840
6531B331,7721,8PKAEVHH,1259
6531B333,7721,8PKAEVHH,420
6531B334,7721,8PLAEVHH,1260
6531B337,7721,8PLAEVHH,837
6531B340,7721,8PLAEVHH,840
6531B342,7721,8PKAEVHH,1260
6531B343,7721,8PKADVHH,792
6531B367,7721,8PLAEVHH,1559
6531B374,7721,8PLAEVHH,1260
6531B377,7721,8PWRFVHH,1259
6531B383,7721,8PKADVHH,1173
6531B398,7721,8PLAEVHH,1259
6531B400,7721,8PLAEVHH,1257
6531B401,7721,8PWREVHH,457
6531B404,7721,8PWAEVHH,1255
6531B405,7721,8PKADVHH,1177
6531B415,7721,8PKAEVHH,1260
6531B416,7721,8PKAEVHH,1245
6531B417,7721,8PKADVHH,1173
6531B420,7721,8PKADVHH,799
6531B421,7721,8PKADVHH,826
6531B430,7721,8PLAEVHH,836
6531B431,7721,8PLAEVHH,826
6531B442,7721,8PLABVHH,836
6531B453,7721,8PKAEVHH,840
6531B454,7721,8PKADVHH,1225
6531B455,7721,8PLAEVHH,1260
6531B459,7721,8PWRFVHH,839
6531B460,7721,8PLAEVHH,839
6531B462,7721,8PLAEVHH,1681
6531B463,7721,8PWRFVHH,1679
6531B472,7721,8PLAEVHH,1679
6531B473,7721,8PWRFVHH,1680
6531B480,7721,8PWRFVHH,1215
6531B485,7721,8PKADVHH,1612
6531B487,7721,8PWRFVHH,1680
6531B493,7721,8PWRFVHH,1674
6531B500,7721,8PLAEVHH,1676
6531B512,7721,8PWAEVHH,420
6531B514,7721,8PWAEVHH,417
6531B520,7721,8PKADVHH,804
6531B521,7721,8PWREVHH,840
6531B532,7721,8PKADVHH,1617
6531B533,7721,8PLAEVHH,840
6531B539,7721,8PKAEVHH,1260
6531B540,7721,8PWRFVHH,838
6531B541,7721,8PWRFVHH,420
6531B544,7721,8PKADVHH,419
6531B545,7721,8PLAEVHH,1196
6531B578,7721,8PKAEVHH,419
6531B585,7721,8PKADVHH,799
6531B586,7721,8PWRFVHH,1260
6531B588,7721,8PLAEVHH,1658
6531B589,7721,8PKAEVHH,838
6531B601,7721,8PKAEVHH,779
6531B602,7721,8PWRFVHH,1257
6531B614,7721,8PKAEVHH,840
6531B615,7721,8PKAEVHH,840
6531B616,7721,8PWRFVHH,1240
6531B617,7721,8PLAEVHH,840
6531B619,7721,8PLABVHH,732
6531B622,7721,8PWRFVHH,1255
6531B634,7721,8PKAEVHH,419
6531B637,7721,8PLAEVHH,1251
6531B643,7721,8PKAEVHH,836
6531B644,7721,8PLAEVHH,840
6531B645,7721,8PKAEVHH,840
6531B646,7721,8PKADVHH,388
6531B649,7721,8PWRFVHH,1680
6531B650,7721,8PKAEVHH,839
6531B653,7721,8PKADVHH,1201
6531B657,7721,8PLABVHH,840
6531B658,7721,8PKAEVHH,418
6531B660,7721,8PLAEVHH,840
6531B663,7721,8PKAEVHH,420
6531B664,7721,8PKAEVHH,839
6531B665,7721,8PKADVHH,783
6531B675,7721,8PWRFVHH,1680
6531B676,7721,8PKAEVHH,1257
6531B705,7721,8PWREVHH,840
6531B706,7721,8PKADVHH,813
6531B708,7721,8PKAEVHH,840
6531B713,7721,8PKAEVHH,1256
6531B716,7721,8PLAEVHH,1260
6531B717,7721,8PKAEVHH,1679
6531B718,7721,8PKAEVHH,1164
6531B719,7721,8PKAEVHH,1099
6531B730,7721,8PKAEVHH,419
6531B740,7721,8PKAEVHH,1679
6531B741,7721,8PLAEVHH,1260
6531B742,7721,8PWRFVHH,1678
6531B743,7721,8PLAEVHH,839
6531B744,7721,8PKAEVHH,1678
6531B745,7721,8PWRFVHH,1260
6531B746,7721,8PWRFVHH,1254
6531B747,7721,8PWRFVHH,1677
6531B748,7721,8PKAEVHH,1260
6531B749,7721,8PLAEVHH,420
6531B750,7721,8PLAEVHH,420
6531B754,7721,8PKAEVHH,840
6531B765,7721,8PWRFVHH,840
6531B767,7721,8PKAEVHH,1259
6531B768,7721,8PWREVHH,840
6531B769,7721,8PWRFVHH,1258
6531B770,7721,8PLAEVHH,838
6531B772,7721,8PLAEVHH,1259
6531B780,7721,8PKAEVHH,837
6531B781,7721,8PKADVHH,816
6531B785,7721,8PWRFVHH,840
6531B786,7721,8PKAEVHH,840
6531B787,7721,8PWRFVHH,839
6531B789,7721,8PKAEVHH,829
6531B790,7721,8PWRFVHH,832
6531B805,7721,8PWRFVHH,1260
6531B807,7721,8PKAEVHH,838
6531B809,7721,8PLAEVHH,839
6531B810,7721,8PWREVHH,839
6531B811,7721,8PKAEVHH,839
6531B814,7721,8PWRFVHH,1680
6531B825,7721,8PKAEVHH,1678
6531B827,7721,8PWRFVHH,1673
6531B828,7721,8PLAEVHH,839
6531B829,7721,8PLAEVHH,1259
6531B831,7721,8PKAEVHH,1675
6531B833,7721,8PWRFVHH,1680
6531B834,7721,8PWRFVHH,837
6531B843,7721,8PKAEVHH,838
6531B846,7721,8PLAEVHH,420
6531B849,7721,8PWRFVHH,1258
6531B850,7721,8PKAEVHH,1259
6531B851,7721,8PLAEVHH,839
6531B854,7721,8PWRFVHH,1260
6531B878,7721,8PWRFVHH,1679
6531B904,7721,8PKAEVHH,410
6531B908,7721,8PWRFVHH,1259
6531B909,7721,8PKAEVHH,412
6531B913,7721,8PKAEVHH,414
6531B927,7721,8PKAEVHH,767
6531B928,7721,8PLAEVHH,841
6531B940,7721,8PWRFVHH,837
6531B947,7721,8PLAEVHH,839
6531B950,7721,8PWRFVHH,1672
6531B953,7721,8PKAEVHH,838
6531B955,7721,8PWAEVHH,1253
6531B956,7721,8PKADVHH,767
6531B960,7721,8PKAEVHH,1679
6531B961,7721,8PWRFVHH,837
6531B962,7721,8PKAEVHH,1237
6531B964,7721,8PLAEVHH,1258
6531B980,7721,8PWRFVHH,1674
6531B985,7721,8PKAEVHH,1260
6531B986,7721,8PWRFVHH,1677
6531B987,7721,8PWRFVHH,1679
6531B990,7721,8PLAEVHH,1259
6531B991,7721,8PWRFVHH,836
6531B994,7721,8PWRFVHH,1679
6531B995,7721,8PWREVHH,1257
6531B996,7721,8PWRFVHH,1619
6531B997,7721,8PLAEVHH,1260
6531B998,7721,8PKAEVHH,1680
6531C000,7721,8PWRFVHH,1256
6531C001,7721,8PKAEVHH,1257
6531C002,7721,8PLAEVHH,1260
6531C010,7721,8PWRFVHH,771
6531C011,7721,8PKAEVHH,840
6531C012,7721,8PKAEVHH,1260
6531C014,7721,8PLAEVHH,840
6531C016,7721,8PKAEVHH,1679
6531C017,7721,8PWRFVHH,1678
6531C019,7721,8PKAEVHH,839
6531C022,7721,8PWAEVHH,840
6531C025,7721,8PKAEVHH,1669
6531C026,7721,8PLAEVHH,840
6531C027,7721,8PWAEVHH,835
6531C028,7721,8PWRFVHH,840
6531C030,7721,8PLAEVHH,1258
6531C031,7721,8PKAEVHH,1188
6531C032,7721,8PWAEVHH,836
6531C033,7721,8PLAEVHH,840
6531C035,7721,8PWRFVHH,837
6531C043,7721,8PKAEVHH,839
6531C044,7721,8PWRFVHH,840
6531C045,7721,8PLAEVHH,838
6531C046,7721,8PWRFVHH,839
6531C048,7721,8PKAEVHH,840
6531C052,7721,8PKADVHH,407
6531C053,7721,8PKAEVHH,837
6531C083,7721,8PKAEVHH,840
6531C084,7721,8PWAEVHH,838
6531C086,7721,8PWRFVHH,1241
6531C088,7721,8PWAEVHH,1260
6531C089,7721,8PKAEVHH,1260
6531C090,7721,8PWREVHH,1259
6531C091,7721,8PLAEVHH,840
6531C093,7721,8PKAEVHH,840
6531C096,7721,8PLAEVHH,840
6531C097,7721,8PWRFVHH,1678
6531C098,7721,8PWAEVHH,1258
6531C099,7721,8PWRFVHH,830
6531C100,7721,8PKAEVHH,840
6531C101,7721,8PWAEVHH,1259
6531C103,7721,8PKAEVHH,1258
6531C107,7721,8PKAEVHH,1260
6531C110,7721,8PKAEVHH,1678
6531C113,7721,8PKAEVHH,840
6531C114,7721,8PLAEVHH,420
6531C115,7721,8PLAEVHH,840
6531C116,7721,8PWAEVHH,835
6531C122,7721,8PKAEVHH,1670
6531C126,7721,8PWRFVHH,839
6531C127,7721,8PKAEVHH,1260
6531C144,7721,8PKAEVHH,839
6531C151,7721,8PWREVHH,832
6531C163,7721,8PLAEVHH,840
6531C166,7721,8PWRFVHH,838
6531C167,7721,8PKAEVHH,419
6531C168,7721,8PWRFVHH,418
6531C169,7721,8PKAEVHH,837
6531C170,7721,8PWREVHH,840
6531C175,7721,8PKAEVHH,1259
6531C178,7721,8PKAEVHH,840
6531C179,7721,8PWAEVHH,1256
6531C180,7721,8PLAEVHH,840
6531C184,7721,8PWRFVHH,840
6531C185,7721,8PKAEVHH,836
6531C186,7721,8PWRFVHH,835
6531C199,7721,8PKAEVHH,1677
6531C200,7721,8PWAEVHH,1259
6531C201,7721,8PLAEVHH,825
6531C202,7721,8PWRFVHH,840
6531C209,7721,8PKAEVHH,1622
6531C213,7721,8PKAEVHH,1197
6531C214,7721,8PKAEVHH,808
6531C215,7721,8PLAEVHH,840
6531C216,7721,8PWAEVHH,839
6531C217,7721,8PWRFVHH,836
6531C218,7721,8PWREVHH,834
6531C219,7721,8PKAEVHH,1678
6531C220,7721,8PLAEVHH,839
6531C226,7721,8PWAEVHH,1251
6531C244,7721,8PKAEVHH,1257
6531C247,7721,8PKADVHH,397
6531C249,7721,8PKADVHH,396
6531C253,7721,8PKADVHH,379
6531C254,7721,8PKADVHH,402
6531C277,7721,8PWRFVHH,838
6531C278,7721,8PLAEVHH,1259
6531C289,7721,8PKADVHH,811
6531C298,7721,8PWAEVHH,840
6531C325,7721,8PWAEVHH,840
6531C326,7721,8PLAEVHH,1259
6531C327,7721,8PKAEVHH,1680
6531C328,7721,8PWRFVHH,1246
6532A002,7721,8PKAEVHH,840
6532A003,7721,8PWRFVHH,836
6532A004,7721,8PLAEVHH,839
6532A008,7721,8PWAEVHH,840
6532A009,7721,8PKAEVHH,1679
6532A00K,7721,8PKADVHH,765
6532A015,7721,8PLAEVHH,840
6532A022,7721,8PLAEVHH,1260
6532A023,7721,8PWAEVHH,833
6532A024,7721,8PKAEVHH,840
6532A025,7721,8PWRFVHH,840
6532A02K,7721,8PKAEVHH,360
6532A030,7721,8PWAEVHH,1260
6532A054,7721,8PLAEVHH,840
6532A055,7721,8PKAEVHH,840
6532A057,7721,8PLAEVHH,840
6532A058,7721,8PWAEVHH,1258
6532A061,7721,8PKAEVHH,1680
6532A075,7721,8PLAEVHH,1676
6532A077,7721,8PKAEVHH,1249
6532A084,7721,8PLAEVHH,841
6532A085,7721,8PKAEVHH,839
6532A086,7721,8PKAEVHH,840
6532A087,7721,8PLAEVHH,837
6532A092,7721,8PWAEVHH,839
6532A093,7721,8PKAEVHH,840
6532A134,7721,8PKAEVHH,1258
6532A146,7721,8PKAEVHH,1677
6532A151,7721,8PLAEVHH,840
6532A152,7721,8PWRFVHH,1223
6532A153,7721,8PKAEVHH,1678
6532A156,7721,8PKAEVHH,836
6532A157,7721,8PLABVHH,840
6532A160,7721,8PKAEVHH,838
6532A164,7721,8PLAEVHH,840
6532A172,7721,8PKAEVHH,1250
6532A179,7721,8PLAEVHH,840
6532A180,7721,8PWAEVHH,103
6532A185,7721,8PKAEVHH,1259
6532A188,7721,8PWAEVHH,838
6532A190,7721,8PLAEVHH,838
6532A202,7721,8PWAEVHH,840
6532A203,7721,8PKAEVHH,1259
6532A204,7721,8PKAEVHH,1681
6532A215,7721,8PLAEVHH,840
6532A220,7721,8PKAEVHH,1260
6532A223,7721,8PLAEVHH,838
6532A226,7721,8PWAEVHH,1679
6532A234,7721,8PKAEVHH,1259
6532A287,7721,8PKAEVHH,1260
6532A290,7721,8PWRFVHH,419
6532A293,7721,8PKAEVHH,1260
6532A306,7721,8PKAEVHH,1662
6532A315,7721,8PKAEVHH,833
6532A324,7721,8PWAEVHH,839
6532A333,7721,8PLAEVHH,1680
6532A353,7721,8PKAEVHH,839
6532A354,7721,8PKAEVHH,839
6532A360,7721,8PWAEVHH,420
6532A361,7721,8PKAEVHH,840
6532A362,7721,8PKAEVHH,420
6532A363,7721,8PLAEVHH,1680
6532A364,7721,8PLAEVHH,840
6532A378,7721,8PKAEVHH,1259
6532A383,7721,8PKAEVHH,1257
6532A384,7721,8PLAEVHH,836
6532A388,7721,8PKAEVHH,1258
6532A389,7721,8PLAEVHH,1257
6532A397,7721,8PWAEVHH,836
6532A398,7721,8PKAEVHH,1680
6532A400,7721,8PKAEVHH,840
6532A413,7721,8PLAEVHH,839
6532A429,7721,8PKAEVHH,420
6532A431,7721,8PKAEVHH,840
6532A434,7721,8PKAEVHH,839
6532A452,7721,8PWAEVHH,838
6532A454,7721,8PWAEVHH,840
6532A456,7721,8PWAEVHH,420
6532A457,7721,8PKAEVHH,420
6532A463,7721,8PKAEVHH,1257
6532A467,7721,8PKAEVHH,839
6532A468,7721,8PLAEVHH,839
6532A475,7721,8PWAEVHH,840
6532A476,7721,8PWAEVHH,840
6532A477,7721,8PWAEVHH,839
6532A479,7721,8PKAEVHH,840
6532A481,7721,8PWAEVHH,1678
6532A483,7721,8PKAEVHH,1677
6532A485,7721,8PKAEVHH,838
6532A488,7721,8PKAEVHH,839
6532A491,7721,8PWAEVHH,1259
6532A493,7721,8PKAEVHH,420
6532A499,7721,8PKAEVHH,1670
6532A531,7721,8PKADVHH,1599
6532A533,7721,8PKADVHH,1180
6532A534,7721,8PKAEVHH,1678
6532A535,7721,8PKAEVHH,1254
6532A538,7721,8PWAEVHH,1677
6532A540,7721,8PWAEVHH,840
6532A541,7721,8PKAEVHH,832
6532A542,7721,8PWAEVHH,1260
6532A543,7721,8PKAEVHH,840
6532A544,7721,8PKADVHH,1177
6532A550,7721,8PLAEVHH,1679
6532A557,7721,8PWAEVHH,840
6532A558,7721,8PWAEVHH,1256
6532A559,7721,8PKAEVHH,1260
6532A561,7721,8PKADVHH,803
6532A567,7721,8PKAEVHH,1242
6532A570,7721,8PKAEVHH,825
6532A573,7721,8PWAEVHH,840
6532A574,7721,8PWAEVHH,834
6532A575,7721,8PKAEVHH,840
6532A576,7721,8PKAEVHH,839
6532A577,7721,8PLAEVHH,1260
6532A580,7721,8PWAEVHH,839
6532A584,7721,8PKAEVHH,1259
6532A593,7721,8PKAEVHH,418
6532A595,7721,8PKAEVHH,840
6532A596,7721,8PKAEVHH,838
6532A598,7721,8PWAEVHH,31
6532A599,7721,8PKAEVHH,840
6532A600,7721,8PKAEVHH,1257
6532A602,7721,8PLABVHH,840
6532A603,7721,8PLAEVHH,1260
6532A606,7721,8PKAEVHH,1680
6532A607,7721,8PWAEVHH,1259
6532A608,7721,8PKAEVHH,1259
6532A611,7721,8PKAEVHH,840
6532A614,7721,8PKAEVHH,840
6532A615,7721,8PLAEVHH,840
6532A616,7721,8PLABVHH,420
6532A619,7721,8PKAEVHH,839
6532A620,7721,8PKAEVHH,840
6532A622,7721,8PLAEVHH,1680
6532A624,7721,8PKADVHH,786
6532A626,7721,8PKAEVHH,1680
6532A627,7721,8PWAEVHH,1255
6532A628,7721,8PKAEVHH,838
6532A629,7721,8PKAEVHH,840
6532A630,7721,8PWAEVHH,840
6532A633,7721,8PLAEVHH,1678
6532A635,7721,8PKAEVHH,836
6532A638,7721,8PKAEVHH,836
6532A639,7721,8PKAEVHH,840
6532A640,7721,8PWAEVHH,840
6532A642,7721,8PKADVHH,777
6532A643,7721,8PWAEVHH,420
6532A670,7721,8PLAEVHH,839
6532A671,7721,8PKADVHH,796
6532A685,7721,8PWRFVHH,420
6532A694,7721,8PWRFVHH,419
6532A697,7721,8PKADVHH,1218
6532A699,7721,8PLADVHH,401
6532A713,7721,8PKADVHH,1582
6532A732,7721,8PLAEVHH,840
6532A735,7721,8PKADVHH,1587
6532A737,7721,8PKAEVHH,839
6532A738,7721,8PKADVHH,824
6532A739,7721,8PLAEVHH,838
6532A740,7721,8PKADVHH,790
6532A757,7721,8PKADVHH,1614
6532A770,7721,8PKAEVHH,421
6532A775,7721,8PLAEVHH,841
6532A777,7721,8PKAEVHH,420
6532A778,7721,8PLAEVHH,835
6532A785,7721,8PKADVHH,788
6532A790,7721,8PWAEVHH,840
6532A798,7721,8PKAEVHH,420
6532A800,7721,8PLAEVHH,420
6532A801,7721,8PKADVHH,810
6532A803,7721,8PLAEVHH,840
6532A804,7721,8PKAEVHH,839
6532A805,7721,8PKADVHH,86
6532A808,7721,8PKAEVHH,840
6532A809,7721,8PLAEVHH,840
6532A814,7721,8PKADVHH,795
6532A815,7721,8PLAEVHH,1260
6532A819,7721,8PKADVHH,797
6532A820,7721,8PLAEVHH,836
6532A822,7721,8PKADVHH,1189
6532A823,7721,8PKAEVHH,1258
6532A826,7721,8PKAEVHH,1254
6532A833,7721,8PLAEVHH,1257
6532A834,7721,8PKADVHH,1626
6532A840,7721,8PLAEVHH,839
6532A842,7721,8PKADVHH,794
6532A843,7721,8PKAEVHH,840
6532A863,7721,8PKADVHH,1189
6532A874,7721,8PLABVHH,837
6532A877,7721,8PLADVHH,395
6532A880,7721,8PLADVHH,409
6532A890,7721,8PKAEVHH,1259
6532A891,7721,8PWAEVHH,837
6532A899,7721,8PKADVHH,1217
6532A904,7721,8PLAEVHH,840
6532A906,7721,8PKAEVHH,837
6532A907,7721,8PKAEVHH,1255
6532A910,7721,8PKADVHH,813
6532A913,7721,8PLAEVHH,840
6532A914,7721,8PKADVHH,806
6532A918,7721,8PKAEVHH,1255
6532A919,7721,8PKADVHH,402
6532A920,7721,8PKAEVHH,840
6532A921,7721,8PWAEVHH,840
6532A929,7721,8PKAEVHH,1214
6532A939,7721,8PLAEVHH,419
6532A942,7721,8PLAEVHH,415
6532A943,7721,8PWAEVHH,420
6532A944,7721,8PWAEVHH,416
6532A951,7721,8PKAEVHH,1184
6532A956,7721,8PWAEVHH,840
6532A957,7721,8PWRFVHH,794
6532A959,7721,8PLABVHH,840
6532A960,7721,8PKADVHH,684
6532A963,7721,8PKAEVHH,1261
6532A964,7721,8PKAEVHH,838
6532A965,7721,8PKAEVHH,790
6532A969,7721,8PWAEVHH,840
6532A970,7721,8PKAEVHH,834
6532A979,7721,8PWAEVHH,834
6532A988,7721,8PWRFVHH,1260
6532A993,7721,8PKADVHH,809
6532A994,7721,8PWRFVHH,840
6532B002,7721,8PWRFVHH,420
6532B003,7721,8PKAEVHH,839
6532B005,7721,8PWAEVHH,837
6532B013,7721,8PWRFVHH,840
6532B016,7721,8PLAEVHH,828
6532B017,7721,8PKAEVHH,833
6532B019,7721,8PWRFVHH,1259
6532B023,7721,8PWAEVHH,1260
6532B024,7721,8PWAEVHH,838
6532B031,7721,8PWRFVHH,838
6532B042,7721,8PKADVHH,1195
6532B067,7721,8PKADVHH,780
6532B072,7721,8PWAEVHH,840
6532B073,7721,8PWAEVHH,420
6532B074,7721,8PKAEVHH,839
6532B075,7721,8PKAEVHH,420
6532B076,7721,8PWAEVHH,836
6532B085,7721,8PWRFVHH,839
6532B094,7721,8PKADVHH,801
6532B095,7721,8PKADVHH,1186
6532B101,7721,8PWRFVHH,840
6532B110,7721,8PWAEVHH,838
6532B116,7721,8PKADVHH,810
6532B119,7721,8PKADVHH,800
6532B121,7721,8PKADVHH,801
6532B123,7721,8PWRFVHH,839
6532B126,7721,8PKADVHH,1208
6532B129,7721,8PLABVHH,420
6532B131,7721,8PWAEVHH,1260
6532B133,7721,8PLAEVHH,840
6532B134,7721,8PWAEVHH,1259
6532B135,7721,8PKADVHH,780
6532B165,7721,8PWAEVHH,836
6532B172,7721,8PKADVHH,790
6532B173,7721,8PWAEVHH,840
6532B174,7721,8PWAEVHH,837
6532B175,7721,8PWRFVHH,831
